version,version,host-name,concurrency,,size,,seq_out_per-chr_Ksec,seq_out_per-chr_cpu,seq_out_block_Ksec,seq_out_block_cpu,seq_out_rewrite_Ksec,seq_out_rewrite_cpu,seq_in_per-chr_Ksec,seq_in_per-chr_cpu,seq_in_block_Ksec,seq_in_block_cpu,random_Ksec,random_cpu,files,,,,,seq_create_create_Ksec,seq_create_create_cpu,seq_create_read_Ksec,seq_create_read_cpu,seq_create_delete_Ksec,seq_create_delete_cpu,random_create_create_Ksec,random_create_create_cpu,random_create_read_Ksec,random_create_read_cpu,random_create_delete_Ksec,random_create_delete_cpu,seq_out_per-chr_ltcy,seq_out_block_ltcy,seq_out_rewrite_ltcy,seq_in_per-chr_ltcy,seq_in_block_ltcy,random_ltcy,seq_create_create_ltcy,seq_create_read_ltcy,seq_create_delete_ltcy,random_create_create_ltcy,random_create_read_ltcy,random_create_delete_ltcy
1.96,1.96,bonnie-vm1,1,1414712061,8G,,773,93,32800,3,126529,9,3887,81,2663893,80,373.7,6,16,,,,,27270,35,+++++,+++,26501,23,28168,30,+++++,+++,+++++,+++,10188us,312ms,1933ms,2042us,1456us,2651us,221us,337us,391us,247us,41us,384us
